Symbol,Company Name,Industry,Prior Close,5 Day Chg_x by %,4 Week Chg_x by %,52 Week Chg by %,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,Vs. S&P 500 4 Weeks by %,Vs. S&P 500 13 Weeks by %,Vs. S&P 500 52 Weeks by %,P/E Ratio (TTM)* by x,Price/Sales Ratio by x,Price/Book Ratio by x,Price/Cash Flow by x,Debt to Capital by x,Return on Equity by %,Return on Assets by %,EPS Growth CFY* by %,EPS Growth NFY* by %,Revenue Growth CFY* by %,Revenue Growth NFY* by %,Dividend Yield by %,Dividend Growth 5 Year by %
AIFE,Aifeex Nexus Acquisition Corp,Holding Companies,10.08,-0.10,0.00,0.00,0,0,,0,0,,,,-5.59,6.40,0.00,--,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AIFU,AIFU Inc - ADR,Insurance,0.12,-2.87,-45.00,-96.00,0,0,,0,0,,,,22.05,-47.93,-95.32,2.87,0.04,0.54,0.20,4.88,19.70,7.67,0.00,0.00,0.00,0.00,0.00,0.00
AFJK,Aimei Health Technology Co Ltd,Holding Companies,11.03,0.54,1.00,7.00,0,0,,0,0,,,,-4.83,7.12,-1.80,49.69,0.00,0.57,34.45,1.80,3.55,3.45,0.00,0.00,0.00,0.00,0.00,0.00
AIMD,Ainos Inc,Biotechnology & Medical Research,0.54,-11.44,7.00,-48.00,-1,0,,0,0,,,,-17.91,-20.33,-55.43,--,94.02,0.63,0.00,47.77,-82.87,-52.88,0.00,0.00,0.00,0.00,0.00,0.00
AIRT,Air T Inc,Freight & Logistics Services,16.05,1.39,-4.00,-32.00,0,0,,0,0,-1,,,7.99,-2.82,-34.76,--,0.17,9.81,10.94,90.10,-13.52,0.46,0.00,0.00,0.00,0.00,0.00,0.00
ABNB,Airbnb Inc,Software & IT Services,123.30,-6.68,2.00,-25.00,0,1,0,1,-1,1,0,1,-1.53,-13.93,-18.74,32.24,7.01,10.10,30.14,20.10,32.06,10.24,2.19,14.29,8.27,9.68,0.00,0.00
AIRG,Airgain Inc,Communications & Networking,3.99,1.26,8.00,-20.00,0,0,,0,0,,1,1,-4.70,-38.12,-30.93,--,0.81,1.57,0.00,0.00,-25.57,-17.50,16.67,0.00,-3.62,23.54,0.00,0.00
AIRJ,AirJoule Technologies Corp,Professional & Commercial Services  ,4.99,-7.33,-5.00,-56.00,1,0,,0,0,,0.5,,-21.70,-46.22,-71.94,4.88,0.00,0.87,5.12,0.00,44.46,9.65,0.00,0.00,0.00,0.00,0.00,0.00
ANTE,Airnet Technology Inc (ADR),Media & Publishing,0.76,-4.99,95.00,-43.00,0,0,,0,0,-1,,1,-5.37,57.17,-32.09,0.22,46.57,0.00,1.08,0.00,95.12,29.31,0.00,0.00,0.00,0.00,0.00,0.00
AIRS,Airsculpt Technologies Inc,Healthcare Providers & Services,2.11,17.18,-14.00,-65.00,-1,0,,1,0,0,0,1,114.59,-25.28,12.81,--,1.42,3.16,0.00,48.73,-21.30,-8.44,7.14,46.15,-9.39,5.30,0.00,0.00
AISP,Airship AI Holdings Inc,Software & IT Services,3.94,33.84,-6.00,-46.00,-1,0,,0,0,,0.5,1,35.03,10.45,3.76,--,9.39,0.00,0.00,0.00,0.00,-20.38,0.00,0.00,0.00,0.00,0.00,0.00
AKAM,Akamai Technologies Inc,Software & IT Services,80.18,0.75,0.00,-22.00,1,0,1,-0.5,0,0,0.5,1,-8.63,-17.66,-26.52,26.00,2.80,2.46,10.07,43.63,9.82,4.55,-2.78,5.87,3.51,5.17,0.00,0.00
AKAN,Akanda Corp,Healthcare Providers & Services,1.15,3.42,-20.00,-86.00,0,0,,0,0,,,-1,-3.73,-26.33,-85.00,--,3.29,0.29,0.00,7.62,"-1,460.25",-39.02,0.00,0.00,0.00,0.00,0.00,0.00
AKTX,Akari Therapeutics PLC (ADR),Pharmaceuticals,1.40,-4.94,13.00,21.00,0,0,,0,0,,,,-19.31,24.55,-40.32,--,0.00,0.00,0.00,12.79,-179.92,-72.08,0.00,0.00,0.00,0.00,0.00,0.00
AKBA,Akebia Therapeutics Inc,Pharmaceuticals,2.43,11.42,25.00,78.00,-1,0,,0,0,-1,1,0,16.53,55.16,133.71,--,4.02,30.12,0.00,65.42,0.00,-16.92,54.55,0.00,20.90,49.89,0.00,0.00
AKRO,Akero Therapeutics Inc,Biotechnology & Medical Research,42.17,22.55,-4.00,108.00,-1,0,,1,1,-1,1,1,12.16,1.38,117.00,--,0.00,3.60,0.00,3.17,-27.92,-26.06,0.00,0.00,0.00,0.00,0.00,0.00
AKYA,Akoya Biosciences Inc,Healthcare Equipment & Supplies,1.31,30.01,-9.00,-66.00,-1,0,,0.5,0,-1,0,,-3.90,-33.92,-48.32,--,0.81,0.00,0.00,108.21,-354.27,-35.55,42.86,21.88,10.39,12.45,0.00,0.00
AHG,Akso Health Group - ADR,Software & IT Services,1.37,4.72,16.00,72.00,0,0,,0,0,,,1,13.97,29.03,37.84,--,53.96,0.00,0.00,3.21,-6.40,-5.75,0.00,0.00,0.00,0.00,0.00,0.00
ALRM,Alarm.com Holdings Inc,Software & IT Services,53.44,-3.01,-5.00,-20.00,1,0,0,1,0,0,0.5,1,1.75,-1.54,-22.82,24.12,2.96,3.72,18.10,54.81,17.27,7.12,0.44,6.55,4.87,4.18,0.00,0.00
ALAR,Alarum Technologies Ltd - ADR,Software & IT Services,7.04,-1.40,18.00,-73.00,0,0,,1,0,,0.5,1,-1.29,-1.62,-79.01,10.35,1.80,0.00,0.00,5.69,29.24,21.07,0.00,0.00,0.00,0.00,0.00,0.00
TCRT,Alaunos Therapeutics Inc,Biotechnology & Medical Research,2.45,-6.38,80.00,-80.00,-1,0,,0,0,,,,-7.52,71.71,-77.59,--,432.83,4.00,0.00,0.00,-139.06,-99.82,0.00,0.00,0.00,0.00,0.00,0.00
ALCY,Alchemy Investments Acquisition Corp 1,Holding Companies,11.40,0.48,2.00,7.00,0,0,,0,0,,,,-5.29,7.91,-2.09,91.44,0.00,10.88,18.39,19.08,4.17,3.75,0.00,0.00,0.00,0.00,0.00,0.00
ALDF,Aldel Financial II Inc,Holding Companies,10.15,-0.29,0.00,0.00,0,0,,0,0,,,,-3.47,8.80,0.00,--,0.00,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALDX,Aldeyra Therapeutics Inc,Biotechnology & Medical Research,2.76,4.17,-60.00,-32.00,0,0,,-1,0,-1,1,1,-20.29,-64.94,-47.18,--,0.00,2.12,0.00,19.19,-65.19,-49.21,21.28,20.27,0.00,81.71,0.00,0.00
ANNA,AleAnna Inc,Oil & Gas,10.45,-0.48,37.00,0.00,0,0,,0,0,,,,-15.34,22.38,-12.42,--,337.69,14.72,0.00,0.00,0.00,-18.84,0.00,0.00,0.00,0.00,0.00,0.00
ALEC,Alector Inc,Biotechnology & Medical Research,1.16,18.55,-12.00,-78.00,-1,0,,0.5,-1,0,0.5,0,4.23,-26.25,-78.12,--,1.48,1.38,0.00,9.09,-90.26,-23.65,0.00,0.00,0.00,0.00,0.00,0.00
ALRS,Alerus Financial Corp,Banking Services,17.76,-5.75,-3.00,-13.00,1,0,,0,0,,0,,10.36,3.19,-1.14,19.40,2.19,1.03,14.68,0.00,5.55,0.51,121.43,8.76,26.49,3.54,3.81,22.19
ASTL,Algoma Steel Group Inc,Metals & Mining,5.11,-6.61,-10.00,-35.00,0,0,,0.5,0,-1,0.5,,-3.97,-27.81,-39.85,--,0.33,0.53,0.00,30.62,-12.83,-6.64,0.00,0.00,0.00,0.00,3.72,0.00
RIME,Algorhythm Holdings Inc,"Computers, Phones & Household Electronics",2.33,-2.69,11.00,-99.00,0,0,,0,0,,,,-3.05,-8.01,-99.20,--,0.28,1.35,0.00,21.89,-619.57,-206.11,0.00,0.00,0.00,0.00,0.00,0.00
ALCO,Alico Inc,Food & Tobacco,28.91,0.91,-3.00,-1.00,0,0,,0,0,,0.5,1,2.23,10.32,6.75,--,4.81,1.83,0.00,39.84,-70.02,-42.66,66.67,0.00,20.49,0.00,0.64,-3.58
ALGN,Align Technology Inc,Healthcare Equipment & Supplies,181.09,-7.56,15.00,-41.00,0,0,1,1,1,0,0.5,1,-12.06,-8.74,-39.95,31.40,3.14,3.32,22.31,0.00,10.84,6.68,10.40,9.22,3.66,5.59,0.00,0.00
ALHC,Alignment Healthcare Inc,Healthcare Providers & Services,17.69,-2.75,-4.00,236.00,0,0,,-1,1,-1,0.5,1,-24.59,5.59,77.40,--,0.95,26.49,0.00,74.70,-75.82,-11.88,46.97,80.00,40.55,25.91,0.00,0.00
ALGS,Aligos Therapeutics Inc,Biotechnology & Medical Research,5.30,-2.24,-40.00,-72.00,-1,0,,0,0,,0.5,,-8.69,-71.52,-68.74,--,10.60,0.34,0.00,0.14,-60.44,-38.23,53.63,-7.62,-45.37,-7.19,0.00,0.00
ALKT,Alkami Technology Inc,Software & IT Services,26.11,-4.20,2.00,10.00,0,0,,1,0,1,1,1,3.37,-3.90,-5.03,--,8.46,9.01,0.00,54.16,-11.33,-6.03,0.00,0.00,0.00,0.00,0.00,0.00
ALKS,Alkermes Plc,Biotechnology & Medical Research,27.91,-3.72,-16.00,13.00,0,0,,0.5,0,-1,0.5,1,1.96,-11.36,12.76,14.18,3.27,3.28,12.92,0.00,25.71,16.91,-38.75,2.26,-11.12,4.11,0.00,0.00
ALLR,Allarity Therapeutics Inc,Biotechnology & Medical Research,1.07,5.45,9.00,-97.00,0,0,,0,0,,,,-6.55,18.64,-94.96,--,0.00,0.97,0.00,6.80,-449.21,-112.25,0.00,0.00,0.00,0.00,0.00,0.00
BIRD,Allbirds Inc,Textiles & Apparel,5.10,3.54,-17.00,-59.00,0,0,,0,0,,0,1,19.67,2.14,-56.14,--,0.30,0.65,0.00,0.00,-72.29,-41.88,16.24,17.95,-7.40,5.04,0.00,0.00
ALGT,Allegiant Travel Company,Passenger Transportation Services,45.84,-4.11,-13.00,-19.00,0,0,1,0.5,0,0,0,1,5.92,-35.46,-2.63,--,0.38,0.87,19.15,64.41,-17.12,-4.39,78.23,63.57,6.53,10.78,0.00,0.00
ALGM,Allegro MicroSystems Inc,Semiconductors & Semiconductor Equipment ,19.23,-4.11,-23.00,-36.00,0,0,0,1,0,0,1,0,28.91,-1.73,-22.17,--,6.17,5.11,897.93,28.70,-6.32,-4.33,0.00,0.00,0.00,0.00,0.00,0.00
AENT,Alliance Entertainment Holding Corp,Electronic Equipment & Parts,2.75,12.40,-18.00,50.00,0,0,,0,0,,,,-10.73,-29.87,6.66,12.50,0.14,1.52,8.30,45.37,12.96,3.51,0.00,0.00,0.00,0.00,0.00,0.00
ARLP,Alliance Resource Partners LP,Coal,27.31,-0.71,2.00,28.00,1,0,,1,0,1,0.5,1,-9.64,2.50,3.63,12.40,1.45,1.87,5.95,20.34,14.72,9.60,-5.78,1.92,-5.26,-1.47,10.60,5.47
LNT,Alliant Energy Corp,Electrical Utilities & IPPs,60.90,-0.81,-4.00,22.00,0,1,1,0.5,0,0,0,1,-6.30,4.02,8.67,21.12,3.85,2.22,10.21,59.98,10.71,3.38,19.33,6.85,8.18,4.89,3.32,6.22
AGAE,Allied Gaming & Entertainment Inc,Software & IT Services,1.09,9.82,4.00,32.00,0,0,,0,0,,,,72.57,104.14,132.13,--,9.20,0.99,0.00,30.58,-13.48,-9.77,0.00,0.00,0.00,0.00,0.00,0.00
ALNT,Allient Inc,"Machinery, Equipment & Components",21.37,-7.11,-4.00,-28.00,1,0,,1,0,0,0.5,1,32.25,18.63,-2.05,51.56,1.00,1.89,14.47,44.94,3.64,1.64,28.19,16.75,0.68,4.05,0.39,8.45
ALLO,Allogene Therapeutics Inc,Biotechnology & Medical Research,1.57,0.00,0.00,-46.00,-1,0,,-1,0,-1,1,1,-34.82,-49.38,-62.78,--,0.00,0.62,0.00,0.00,-59.60,-46.11,0.00,0.00,0.00,0.00,0.00,0.00
ALLT,Allot Ltd,Software & IT Services,5.83,-2.11,3.00,180.00,-1,0,,1,0,0,0.5,1,19.48,15.72,227.28,--,3.35,6.25,126.08,44.44,-7.51,-2.70,175.00,54.55,6.95,6.09,0.00,0.00
ALNY,"Alnylam Pharmaceuticals, Inc.",Pharmaceuticals,254.85,1.98,-6.00,76.00,0,0,,1,0,0,1,1,11.84,20.57,73.98,--,16.05,326.24,0.00,89.88,0.00,-6.71,33.03,0.00,27.74,30.24,0.00,0.00
AOSL,Alpha and Omega Semiconductor Ltd,Semiconductors & Semiconductor Equipment ,19.04,-10.02,-25.00,-12.00,0,0,0,0.5,0,0,0,1,1.53,-39.29,-30.01,--,0.92,0.71,15.42,3.50,-2.55,-1.77,-69.35,42.11,4.95,2.54,0.00,0.00
ACOG,Alpha Cognition Inc,Pharmaceuticals,5.01,27.61,-9.00,"3,232.00",0,0,,0,0,,0.5,,61.24,44.44,-39.44,--,47.53,3.41,0.00,0.00,-56.80,-44.70,0.00,0.00,0.00,0.00,0.00,0.00
AMOD,Alpha Modus Holdings Inc,Software & IT Services,1.15,-8.21,0.00,0.00,1,0,,0,0,,,,-11.17,-47.85,-90.41,0.44,0.00,0.00,0.00,0.00,0.00,66.23,0.00,0.00,0.00,0.00,0.00,0.00
DRTS,Alpha Tau Medical Ltd,Healthcare Equipment & Supplies,2.64,1.39,3.00,10.00,0,0,,0,0,,1,,6.69,9.46,0.56,--,0.00,3.76,0.00,8.86,-47.95,-35.40,-6.67,22.92,0.00,"3,671.36",0.00,0.00
ATGL,Alpha Technology Group Ltd,Software & IT Services,28.50,1.23,5.00,840.00,0,0,,0,0,,,0,-14.23,-41.38,519.17,--,274.39,60.86,0.00,3.55,-15.46,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
TKNO,Alpha Teknova Inc,Healthcare Equipment & Supplies,6.71,-4.30,25.00,275.00,0,0,,0,0,,0.5,,-12.04,-18.35,230.96,--,8.70,4.24,0.00,14.18,-28.76,-19.84,0.00,0.00,0.00,0.00,0.00,0.00
GOOGL,Alphabet Inc,Software & IT Services,160.61,4.21,5.00,-6.00,1,1,1,1,1,1,1,1,0.72,-3.05,-12.00,19.25,5.78,6.02,16.25,3.88,34.98,25.28,19.03,6.17,10.39,10.46,0.49,0.00
ATEC,Alphatec Holdings Inc,Healthcare Equipment & Supplies,11.13,-2.04,13.00,-7.00,-1,0,,1,0,0,1,1,2.78,22.59,5.36,--,2.84,0.00,0.00,112.83,0.00,-21.22,27.43,32.93,20.03,18.37,0.00,0.00
ATMC,Alphatime Acquisition Corp,Holding Companies,11.62,1.03,0.00,5.00,0,0,,0,0,,,,-4.42,7.07,-2.74,62.91,0.00,4.26,45.18,11.59,4.13,3.48,0.00,0.00,0.00,0.00,0.00,0.00
ATMV,AlphaVest Acquisition Corp,Holding Companies,11.67,1.25,1.00,6.00,0,0,,0,0,,,,-5.15,7.83,-2.89,58.64,0.00,1.65,51.32,8.69,4.08,3.91,0.00,0.00,0.00,0.00,0.00,0.00
AEI,Alset Inc,Construction & Engineering,0.95,-3.13,-8.00,61.00,0,0,,0,0,,,,-4.30,-10.66,61.23,--,0.68,0.13,0.00,1.43,-7.00,-6.79,0.00,0.00,0.00,0.00,0.00,0.00
ALTS,ALT5 Sigma Corp,Financial Technology (Fintech) & Infrastructure,6.43,14.88,53.00,24.00,0,0,,0,0,-1,,0,16.42,8.18,97.05,--,6.94,29.12,0.00,32.64,0.00,-14.42,0.00,0.00,0.00,0.00,0.00,0.00
ATHE,Alterity Therapeutics Ltd (ADR),Biotechnology & Medical Research,3.48,11.61,1.00,39.00,0,0,,0,0,,0.5,,12.18,5.71,93.09,--,385.71,7.52,0.00,1.34,-155.77,-120.89,0.00,0.00,0.00,0.00,0.00,0.00
ALTI,"AlTi Global, Inc",Investment Banking & Investment Services,3.29,-8.60,8.00,-31.00,-1,0,,0,0,,,,-9.52,1.53,-39.25,--,2.16,1.27,0.00,0.00,-41.48,-15.86,0.00,0.00,0.00,0.00,0.00,0.00
ALT,Altimmune Inc,Biotechnology & Medical Research,5.06,-0.17,-5.00,-30.00,0,0,,,0,,,,4.78,-8.87,-33.57,--,23399.36,3.16,0.00,0.00,-57.28,-52.22,0.00,0.00,0.00,0.00,0.00,0.00
ASPS,Altisource Portfolio Solutions S.A.,Real Estate Operations,0.83,3.88,11.00,-54.00,0,0,,1,0,1,,,-11.44,19.04,-54.85,--,0.44,0.00,0.00,254.73,0.00,-21.43,0.00,0.00,0.00,0.00,0.00,0.00
ALTO,Alto Ingredients Inc,Renewable Energy,0.89,5.89,-23.00,-54.00,0,0,,0,0,-1,0.5,1,-3.16,-45.99,-48.52,--,0.07,0.33,0.00,34.09,-24.95,-14.09,59.76,0.00,-3.79,7.66,0.00,0.00
ALMS,Alumis Inc,Biotechnology & Medical Research,4.12,-9.53,-24.00,0.00,0,0,,0,0,,1,-1,5.43,-1.20,0.00,--,28.67,1.56,0.00,0.00,0.00,-156.54,0.00,0.00,0.00,0.00,0.00,0.00
ALVO,Alvotech SA,Biotechnology & Medical Research,8.11,-4.97,-17.00,-44.00,-1,0,,0.5,0,-1,0.5,1,11.50,-11.04,-35.50,30.20,5.11,0.00,23.31,132.69,0.00,8.37,0.00,0.00,0.00,0.00,0.00,0.00
ALXO,ALX Oncology Holdings Inc,Biotechnology & Medical Research,0.53,9.89,-17.00,-97.00,-1,0,,0.5,0,-1,0.5,1,-25.19,-55.22,-97.10,--,0.00,0.29,0.00,12.32,-102.99,-77.96,31.01,24.16,0.00,0.00,0.00,0.00
ALZN,Alzamend Neuro Inc,Biotechnology & Medical Research,0.66,8.21,-36.00,-91.00,-1,0,,0,0,,0.5,,-46.99,-59.39,-94.20,--,0.00,0.66,0.00,0.00,0.00,-170.50,0.00,0.00,0.00,0.00,0.00,0.00
AMAL,Amalgamated Financial Corp,Banking Services,28.25,-4.17,-3.00,14.00,0,0,,1,0,0,0.5,1,0.39,-12.05,5.18,8.80,2.88,1.24,8.32,0.00,15.41,1.27,4.89,16.16,4.97,12.48,1.89,12.09
AMRN,Amarin Corporation PLC,Biotechnology & Medical Research,10.32,4.47,18.00,-40.00,-1,0,,1,0,-1,-0.5,1,-7.71,-3.13,-42.74,--,1.06,0.02,0.00,0.00,-17.25,-12.16,-40.45,39.81,-18.87,5.97,0.00,0.00
AMZN,Amazon.com Inc,Diversified Retail,187.70,-1.01,-2.00,5.00,1,1,0,1,1,1,1,1,2.22,-4.58,0.75,33.12,3.32,7.05,17.77,19.95,25.24,11.23,11.57,17.34,8.85,9.53,0.00,0.00
AMBA,Ambarella Inc,Semiconductors & Semiconductor Equipment ,47.29,0.83,-6.00,10.00,0,0,,1,1,-1,0.5,0,27.04,-18.64,12.80,--,9.40,4.72,0.00,0.00,-20.89,-17.40,0.00,"1,000.00",18.01,11.56,0.00,0.00
AMBR,Amber International Holding Ltd (ADR),Financial Technology (Fintech) & Infrastructure,10.29,-13.11,-17.00,710.00,0,0,,0,0,,,,-10.73,28.09,580.78,--,10.76,3.02,0.00,52.67,-28.72,-7.06,0.00,0.00,0.00,0.00,0.00,0.00
AMCX,AMC Networks Inc,Media & Publishing,6.54,-2.34,-4.00,-40.00,-1,0,0,0.5,-1,-1,-0.5,1,-7.44,-18.13,-68.22,--,0.12,0.32,0.00,70.49,-25.83,-5.48,-35.49,-4.02,-5.73,-1.96,0.00,0.00
DOX,Amdocs Ltd,Software & IT Services,86.78,1.04,-5.00,1.00,0,0,,1,0,1,0.5,1,0.23,7.42,1.54,19.28,2.16,2.94,14.04,15.59,15.16,8.63,8.23,9.04,-9.95,4.26,2.30,11.31
AMED,Amedisys Inc,Healthcare Providers & Services,94.69,-0.17,2.00,3.00,0,0,0,1,0,0,0,0,-6.82,7.56,-12.17,34.62,1.29,2.56,20.95,22.93,7.85,4.00,10.65,9.00,4.26,5.57,0.00,0.00
CRMT,America's CAR-MART Inc,Other Specialty Retailers,49.25,-7.60,8.00,-15.00,-1,0,-1,1,0,0,0,0,-9.79,5.69,-29.89,52.91,0.28,0.71,26.00,58.78,1.50,0.50,0.00,102.72,-5.06,4.27,0.00,0.00
AAL,American Airlines Group Inc,Passenger Transportation Services,9.85,-3.06,-9.00,-30.00,0,0,-1,0.5,1,0,0.5,1,11.37,-24.73,-26.55,14.83,0.14,0.00,2.58,118.08,0.00,1.08,-53.57,124.18,0.73,6.01,0.00,0.00
ABAT,American Battery Technology Co,Chemicals,1.15,-18.35,12.00,-14.00,-1,0,,0,0,,,1,0.93,25.08,-19.74,--,63.80,1.74,0.00,9.32,-88.61,-72.45,0.00,0.00,0.00,0.00,0.00,0.00
ACIC,American Coastal Insurance Corp,Insurance,11.51,-0.27,-3.00,4.00,0,0,,-1,0,-1,0.5,1,-7.55,-9.55,-23.33,7.51,1.75,2.03,6.57,36.37,31.11,6.47,-3.85,6.67,12.08,10.72,0.00,0.00
AEP,American Electric Power Company Inc,Electrical Utilities & IPPs,107.06,0.19,0.00,25.00,0,1,1,-1,1,1,0.5,1,-10.43,2.16,1.09,19.65,2.70,1.99,9.06,62.83,10.39,2.64,4.45,7.16,7.90,3.37,3.65,5.67
AOUT,American Outdoor Brands Inc,Leisure Products,11.16,-6.06,-11.00,34.00,0,0,,0,0,,0.5,0,1.45,-25.75,32.28,--,0.74,0.85,15.82,0.00,-2.43,-1.81,0.00,0.00,0.00,0.00,0.00,0.00
APEI,"American Public Education, Inc.",Miscellaneous Educational Service Providers,24.95,4.82,7.00,68.00,0,0,0,1,0,0,1,1,14.81,35.32,50.06,30.33,0.83,1.94,13.91,23.25,7.14,4.50,130.91,62.20,5.02,4.17,0.00,0.00
AREB,American Rebel Holdings Inc,Aerospace & Defense,3.33,-23.05,126.00,-95.00,0,0,,0,0,,,,-50.42,-90.47,-97.99,--,1.37,0.00,0.00,0.00,0.00,-163.51,0.00,0.00,0.00,0.00,0.00,0.00
AREC,American Resources Corp,"Machinery, Equipment & Components",0.99,-22.98,112.00,-33.00,-1,0,,0,0,,,,-45.24,27.62,-50.33,--,140.89,0.00,0.00,133.03,0.00,-20.76,-193.33,0.00,-82.68,"3,208.62",0.00,0.00
AMSC,American Superconductor Corp,"Machinery, Equipment & Components",20.11,7.10,8.00,65.00,0,0,,1,0,1,0.5,1,17.48,-8.51,44.83,162.56,4.47,5.05,85.80,0.00,3.53,2.22,-10.94,52.63,13.32,15.13,0.00,0.00
AMWD,American Woodmark Corp,Homebuilding & Construction Supplies,58.13,-5.50,-2.00,-37.00,1,0,0,1,0,0,0.5,1,-6.91,-18.22,-44.37,8.85,0.48,0.93,5.50,28.99,11.09,6.36,-24.15,-2.16,-6.07,-0.73,0.00,0.00
AMSF,Amerisafe Inc,Insurance,49.02,-2.42,-7.00,7.00,0,0,0,-1,0,-1,0.5,1,-12.28,-1.75,-1.54,18.70,2.95,3.39,18.24,0.00,16.89,3.96,-9.88,-2.19,-0.28,6.54,3.36,2.11
ASRV,Ameriserv Financial Inc,Banking Services,2.38,2.77,-1.00,-4.00,0,0,,0,0,,,,4.32,3.52,-13.80,11.88,0.79,0.39,7.53,0.00,3.36,0.26,0.00,0.00,0.00,0.00,4.62,4.78
ATLO,Ames National Corp,Banking Services,16.87,-3.23,-5.00,-15.00,0,0,,0,0,,,1,-5.90,-0.66,-24.72,13.71,2.71,0.85,11.88,0.00,6.52,0.52,0.00,0.00,0.00,0.00,4.61,1.23
AMST,Amesite Inc,Software & IT Services,2.11,36.16,-15.00,-35.00,0,0,,0,0,,,,35.71,28.78,-17.05,--,168.97,3.88,0.00,0.00,-107.30,-101.36,0.00,0.00,0.00,0.00,0.00,0.00
AMGN,Amgen Inc,Pharmaceuticals,283.09,0.08,-9.00,4.00,0,1,1,-1,0,0,0.5,1,-8.78,-4.43,-20.17,24.82,4.28,23.55,12.67,90.24,105.67,6.51,5.29,2.87,5.62,1.69,3.50,9.18
FOLD,"Amicus Therapeutics, Inc.",Biotechnology & Medical Research,7.39,5.21,-13.00,-29.00,-1,0,,-1,0,-1,1,1,-18.37,-27.73,-41.49,--,3.55,9.96,0.00,66.87,-18.12,-3.89,61.11,0.00,17.49,23.18,0.00,0.00
AMKR,Amkor Technology Inc,Semiconductors & Semiconductor Equipment ,17.48,-6.07,-4.00,-43.00,0,0,1,0.5,0,0,0.5,1,1.01,-14.85,-48.06,14.67,0.74,1.11,5.02,22.30,7.76,4.67,-24.48,38.89,-0.72,6.39,1.77,0.00
AMRX,Amneal Pharmaceuticals Inc,Pharmaceuticals,7.62,-4.13,-10.00,27.00,0,0,,-1,0,-1,1,1,-9.03,-4.33,-1.78,--,0.80,0.00,8.25,102.40,0.00,0.95,22.41,15.49,7.68,7.35,0.00,0.00
AMPH,Amphastar Pharmaceuticals Inc,Pharmaceuticals,24.41,-0.49,-15.00,-41.00,0,0,1,0.5,0,0,0,1,-5.61,-19.04,-49.42,8.78,1.56,1.54,5.70,44.57,19.90,8.85,-17.88,12.62,-1.31,5.18,0.00,0.00
AMPG,Amplitech Group Inc,Communications & Networking,1.74,18.18,23.00,-19.00,0,0,,0,0,,0.5,,17.48,22.52,50.76,--,4.45,1.29,0.00,0.08,-29.09,-24.45,86.11,0.00,110.35,50.00,0.00,0.00
AMPL,Amplitude Inc,Software & IT Services,9.15,1.40,-13.00,-8.00,0,0,,1,0,0,0.5,1,30.30,-10.73,15.52,--,5.26,5.57,0.00,0.00,-32.87,-21.52,33.33,62.50,10.60,10.82,0.00,0.00
ASYS,Amtech Systems Inc,Semiconductors & Semiconductor Equipment ,3.50,18.34,-30.00,-29.00,0,0,,-1,0,-1,0.5,,9.22,-23.99,-29.87,--,0.65,1.16,0.00,0.47,-47.90,-31.62,35.00,0.00,-25.67,28.60,0.00,0.00
AMLX,Amylyx Pharmaceuticals Inc,Biotechnology & Medical Research,5.01,18.58,46.00,205.00,0,0,,1,0,0,1,1,-3.96,59.45,166.07,--,0.00,2.37,0.00,0.00,-83.24,-68.70,0.00,0.00,0.00,0.00,0.00,0.00
ANTX,AN2 Therapeutics Inc,Biotechnology & Medical Research,1.24,-3.25,-10.00,-46.00,-1,0,,0,0,,0,,-13.39,10.28,-49.01,--,0.00,0.49,0.00,0.00,-49.32,-44.77,0.00,0.00,0.00,0.00,0.00,0.00
ADI,Analog Devices Inc,Semiconductors & Semiconductor Equipment ,193.72,-6.69,-3.00,-4.00,0,1,0,1,1,1,0.5,1,1.92,-8.98,-19.84,67.75,11.26,3.00,28.76,17.75,4.42,3.24,15.67,19.11,12.08,11.70,1.87,11.51
ANAB,AnaptysBio Inc,Biotechnology & Medical Research,21.33,1.67,9.00,-1.00,-1,0,,1,0,0,1,1,-5.52,15.09,-24.76,--,5.45,18.53,0.00,0.00,-343.83,-33.97,-6.25,11.95,-28.05,19.06,0.00,0.00
AVXL,Anavex Life Sciences Corp,Biotechnology & Medical Research,9.58,-8.36,8.00,174.00,0,0,,-1,0,0,0.5,1,-23.80,-7.47,54.84,--,0.00,6.56,0.00,0.00,-40.17,-36.03,-11.54,0.00,0.00,0.00,0.00,0.00
NNNN,Anbio Biotechnology,Biotechnology & Medical Research,6.43,3.89,-14.00,0.00,0,0,,0,0,,,,8.60,43.13,0.00,489.27,50.68,74.42,150.13,0.00,16.47,15.14,0.00,0.00,0.00,0.00,0.00,0.00
ANDE,Andersons Inc,Food & Tobacco,38.14,-3.70,-12.00,-33.00,1,0,0,-1,0,-1,0.5,1,-15.90,-22.59,-40.10,10.78,0.10,0.86,3.96,35.39,8.25,4.63,-35.59,32.88,1.44,5.00,2.29,2.23
